[2025-12-29 20:01:33] | admin | admin | 删除用户 | 删除用户ID=5 | 192.168.1.10
[2026-01-02 00:07:41] | admin | admin | 登录 | 用户登录成功 | 192.168.110.17
[2026-01-02 00:07:42] | admin | admin | 登录 | 用户登录成功 | 192.168.110.17
[2026-01-02 00:14:20] | admin | admin | 退出 | 用户退出 | 192.168.110.17
[2026-01-02 00:14:45] | admin | admin | 登录 | 用户登录成功 | 192.168.110.17
[2026-01-02 00:15:04] | 123 | user | 登录 | 用户登录成功 | 192.168.110.17
[2026-01-02 00:16:49] | 123 | user | 退出 | 用户退出 | 192.168.110.17
[2026-01-02 00:23:19] | 123 | user | 登录 | 用户登录成功 | 192.168.110.17
[2026-01-02 00:23:20] | 123 | user | 退出 | 用户退出 | 192.168.110.17
[2026-01-02 01:05:02] | 123 | user | 登录 | 用户登录成功 | 192.168.110.17
[2026-01-02 01:05:14] | 123 | user | 退出 | 用户退出 | 192.168.110.17
[2026-01-02 01:16:01] | admin | admin | 登录 | 用户登录成功 | 127.0.0.1
[2026-01-02 01:16:18] | admin | admin | 管理员上传头像 | 为用户ID=12 上传文件=uploads/admin_avatar_1767287778_d4e674be1f42.gif | 127.0.0.1
[2026-01-02 01:16:21] | admin | admin | 管理员上传头像 | 为用户ID=16 上传文件=uploads/admin_avatar_1767287781_dbaf081f2097.jpg | 127.0.0.1
[2026-01-02 01:16:29] | admin | admin | 管理员上传头像 | 为用户ID=17 上传文件=uploads/admin_avatar_1767287789_3ce128c816ce.png | 127.0.0.1
[2026-01-02 01:16:36] | admin | admin | 退出 | 用户退出 | 127.0.0.1
